solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_68  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_68  |                               0*cm 0*cm -6.608*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_69  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_69  |                               0*cm 0*cm -6.384*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_70  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_70  |                                0*cm 0*cm -6.16*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_71  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_71  |                               0*cm 0*cm -5.936*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_72  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_72  |                               0*cm 0*cm -5.712*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_73  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_73  |                               0*cm 0*cm -5.488*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_74  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_74  |                               0*cm 0*cm -5.264*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_75  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_75  |                                0*cm 0*cm -5.04*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_76  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_76  |                               0*cm 0*cm -4.816*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_77  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_77  |                               0*cm 0*cm -4.592*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_78  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_78  |                               0*cm 0*cm -4.368*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_79  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_79  |                               0*cm 0*cm -4.144*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_80  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_80  |                                0*cm 0*cm -3.92*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_81  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_81  |                               0*cm 0*cm -3.696*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_82  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_82  |                               0*cm 0*cm -3.472*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_83  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_83  |                               0*cm 0*cm -3.248*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_84  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_84  |                               0*cm 0*cm -3.024*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_85  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_85  |                                 0*cm 0*cm -2.8*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_86  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_86  |                               0*cm 0*cm -2.576*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_87  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_87  |                               0*cm 0*cm -2.352*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_88  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_88  |                               0*cm 0*cm -2.128*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_89  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_89  |                               0*cm 0*cm -1.904*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_90  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_90  |                                0*cm 0*cm -1.68*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_91  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_91  |                               0*cm 0*cm -1.456*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_layer_92  |solid_SIDIS_ec_forwardangle_shower  |solid_SIDIS_ec_forwardangle_layer_92  |                               0*cm 0*cm -1.232*cm  |                       0*deg 0*deg 0*deg  | 80ff77   |                Tube  |                        105*cm 235*cm 0.112*cm 0*deg 360*deg  |            G4_MYLAR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
